origin_text,random_text,label
我的头有一点疼。,我的头有疑点藤。,0 0 0 0 1 0 1 0
希望后天我会上课了。,希望后天我会上可了。,0 0 0 0 0 0 0 1 0 0
今天早上我要找您可是您不在，所以我写给您在一张纸。,今天早上我要找您可是您不在，所以我学给您在一张子。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
我还不知道如果这件事是每一个礼拜四跟明天一样，可是我知道的时候马上告诉您。,我还不知道如果这件事是每一个里拜四跟明天一样，可是我知道的时候马上告诉您。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
您好李老师，今天我找您。,您好李佬时，今天我找您。,0 0 0 1 1 0 0 0 0 0 0 0
我有明天的功课，这个晚上请您给我打电话。,我有明天的工课，这个晚上请您给我打电话。,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
请老师给我一天休息时间，我会上课如果身体好了。,请老师给我一天休息时间，我会上课如果身提好了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
差不多四点半我来过，可是你不在这。,差不多四点半我来过，可使你不在这。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
明天我给你打电话，请你告诉我我们的功课，谢谢。,明天我给你打电话，请你告诉我我们的公克，谢谢。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
如果我有功课的话，我打算做功课，我让同学教，我后天给你提出。,如果我有功课的话，我打算做功课，我让同学教，我后天给你提出。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
明天我的父母从日本来的，而且他们第一次来台湾，所以我应该跟父母一起去台南跟高雄的游览。,明天我的父母从日本来的，而且他们第一次来台湾，所以我应该跟父母一起去台南跟高雄的游览。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
因为后天我有考试，所以我要看书。,因为后天我有靠事，所以我要看书。,0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
我们下个礼拜才去看电影可以吗？,我门下个里俳才去看电影可以吗？,0 1 0 0 1 1 0 0 0 0 0 0 0 0 0
明天我要跟我得妈妈去公司买些重要的东西，所以不能跟你一块儿去。,明天我要跟我得妈妈去公司买些重要得东西，所以不能跟你一块儿去。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我会到晚上十点才回家，所以没时间看电影，请你了解我，谢谢。,我会到晚上十点才回家，所以没时间看电影，请你寮解我，谢谢。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
如果你要的话，请你八点到我家。,如果你要的话，情你八点到我家。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
印尼有一个地方叫峇里，那边的风景最好看的。,印尼有一个地方叫巴黎，那边的风景最好看的。,0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
加州有很多市场卖很新鲜水果，而且卖很好的，二手的东西真便宜。,加州有很多市场卖很新鲜水果，而截卖很好的，二手的东西真便宜。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
你带你的照相机呢，得不忘了。,你带你的昭显机呢，得不忘了。,0 0 0 0 1 1 0 0 0 0 0 0 0 0
如果你有什么问题给我打电话。,如扩你有什么问题给我打电话。,0 1 0 0 0 0 0 0 0 0 0 0 0 0
每个站都不一样，每个很漂亮。,每个站都不一样，每个很票亮。,0 0 0 0 0 0 0 0 0 0 0 1 0 0
你可以住在我的家，你可以认识我的家又看我的狗猫。,你可以住在我的家，你可以认识我的家又看我的够猫。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
你可以吃我们最有名的菜，一定很好玩。,你可以吃我们最有名的采，一定很好玩。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
我选来波兰的时间很好，因为一般来说夏天的天气很好、产的水果和青菜很多，好吃也便宜。,我选来波澜的时间很好，因为一般来说夏天的天气很好、产的水果和青菜很多，好吃也便宜。,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
你记得的我们的母语是西班牙话，可是服务生大部分都听的懂一点点英文。,你记得的我们的母语是西办加话，可是服务生大部分都听的懂一点点英文。,0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
在台湾有的东西看起来奇怪，可是现在我不要说。,在台湾有的东四看起来奇怪，可是现在我不要说。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我来台湾才一个多月。,我来台弯才一个多月。,0 0 0 1 0 0 0 0 0 0
我来台湾要学中文，因为中文很重要。,我来台弯要学中文，因为中文很从邀。,0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0
我的工作里在印尼有很多人会说华文，所以我也要会说跟写中国字。,我的工作里在印尼有很多人会说华文，所以我也要会说跟写中国子。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
不上课的时候，我常常跟朋友去玩玩，看一看在台北好看的地方，晚上我就看书跟学字。,不上课的时候，我常常跟朋友去玩玩，看一看在台北好看的地方，晚上我就看书跟学子。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
我很喜欢买东西、吃饭、念书、运动、听ＭＰ３。,我很喜欢买东西、吃饭、念书、银董、听ＭＰ３。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
我住在台北已经一年了，而且学中文在师大的中文中心的。,我住在台北已经一年了，而接学中文在师大的中文中心的。,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
有空的时候跟朋友常常去夜市买好吃的东西或是买好看的衣服。,有控的时候跟朋友常常去夜市买好吃的东西或是买好看的衣服。,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我喜欢跟我的朋友一起去看电影，真喜欢看书，跳舞，唱歌，去旅行，和听音乐。,我喜欢跟我的朋友一起去看电影，真喜欢看书，跳舞，唱歌，去陆行，和听音乐。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
我来这边学中文，认识台湾人的习惯、文化。,我来这边学中文，忍识台湾人的惜贯、文化。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0
在台湾我第一次认识那么从别的国家来的人，而且从来没有住在说中文的环境，所以过不了几天我就开始想家人了。,在台湾我第一次忍识那么从别的国家来的人，而且从来没有主再说中文的环境，所以过不了机天我就开始想家人了。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
我慢慢习惯台湾的生活，试试看台湾野餐，也找得到了天主教的教堂，所以可以去中文弥撒。,我慢慢习惯台湾的生活，式式看台湾野餐，也找的到了天主教的教堂，所以可以去中文弥撒。,0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
回波兰的时候会向台湾朋友和台湾漂亮的风景像阿里山、海边、台湾的水果和漂亮的衣服。,回拨兰的时候会向台湾朋友和台湾漂亮的风景像阿里山、海边、台湾的水果和漂亮的衣服。,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我们也有一只狗。,我们也有一支狗。,0 0 0 0 0 1 0 0
我在波兰学了亚洲文化还有管理。,我在波兰学了亚洲文化还有管哩。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
我有奖学金。,我有将学金。,0 0 1 0 0 0
一年以后我要回家因为我在波兰要找工作。,一年以后我要回家因为我再波兰要找工作。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
我每个周末去不一样的城市。,我每个周末去不一样的成市。,0 0 0 0 0 0 0 0 0 0 1 0 0
星期的时候我下了课以后在图书馆唸书。,星期的时候我下了可以后在图书馆唸书。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
我回越南的时候找工作好找。,我回越南得时候找工作好找。,0 0 0 0 1 0 0 0 0 0 0 0 0
我喜欢做中国菜，吃中国菜，还有喜欢台湾的风景，每个地方都很美。,我喜欢做中国菜，吃中国菜，还有喜欢台湾得风景，每个地方都很美。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
下了课的时候我写功课，做运动，还是跟朋友去玩儿。,下了课的时候我写功课，做运动，还是跟朋有去玩儿。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
我已经来台湾七个月了。,我已经来台湾气个月了。,0 0 0 0 0 0 1 0 0 0 0
我要帮助台湾人，多一点认识圣经。,我要帮助台湾人，多一点认是圣经。,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
我是去年十一月二十三号来了，已经三个月多久了。,我是去年十一月二十三号来了，一经三个月多久了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
我从德国来，可是我的妈妈是台湾人。,我从德国莱，可是我的妈妈是台湾人。,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
我觉得中国字很有意思。,我学得中国字很有意思。,0 1 0 0 0 0 0 0 0 0 0
我来介绍一下。,我来界上一下。,0 0 1 1 0 0 0
她会说日文，所以我们说话的时候，没有问题。,她会说日文，所以我们说会的时候，没有问题。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
我对台湾的文化很有兴趣，所以常常跟台湾的朋友一起出去。,我对台湾的文花很有兴趣，所以常常跟台湾的朋友一起出去。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我觉得不会说不懂中文不好，所以我来台湾学中文。,我学得不会说不懂中文不好，所以我来台湾学中文。,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
因为我的同事用台语跟国语混在一起说，我听不懂。,因为我的同是用台语跟国语混在一起说，我听不懂。,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我感冒得连饭都吃不下，而且我走不了多久，头就晕了。,我感冒得连饭都吃部下，而且我走不了多久，头就晕了。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
如果我有空的时候，我们再一块儿去看电影好不好？,如果我有空的时候，我们在一块儿去看电影好不好？,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
小王对不起，我明天不可以跟你去看电影。,小王对不气，我明天不可以跟你去看电影。,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
对不起，我们下星期再去看，好不好？请你了解我只好这样做。,对不起，我们下星期再去看，好不好？请你了结我只好这样做。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
我考完试，我们再一起去看电影吧！,我考完试，我们在一起去看电影吧！,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
考完试以后我就有空了，所以等考完试我再给你打电话，好吗？,考完试以后我就有空了，所以等考完是我再给你打电话，好吗？,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
那昨天的功课，抄１０个句子我只好明天交给你。,那昨天的功课，超１０个句子我只好明天交给你。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我八点差五分到办公室来找您，可是找不著您，所以我决定留一张字条。,我八点差五分到班公司来找您，可是找不著您，所以我决定留一张字条。,0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我想问你明天请假，因为今天下课以后我发现我的车子被偷走了。,我想问你明天清假，因为今天下课以后我发现我的车子被偷走了。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我到办公室找您，可是您不在。,我到办公至找您，可是您不在。,0 0 0 0 1 0 0 0 0 0 0 0 0 0
明天我不能来上课，因为我要参加奖学金的考试。,明天我不能来上课，因为我要参加奖学金的烤试。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
今天早上我在办公室找妳，可是妳还没来，所以我留一张纸告诉妳。,今天早上我在班公司找妳，可是妳还没来，所以我留一张纸告诉妳。,0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我明天不能去上课。,我明天不难去上课。,0 0 0 0 1 0 0 0 0
因为最近我不舒服，我想去看医生，所以我明天不能去上课。,因为最近我不舒服，我想去看医生，所以我明天不难去上课。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
对我来说要是我受伤也感冒也都没问题，我总是一定上课。可是如果我的血缘人出事的话，我不能上课。,对我来说要是我受伤也感冒也都没问题，我总是一定上课。可是如果我的血绿人出事的话，我不能上课。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
我明天不能上课，因为明天我妈妈要来台湾。,我明天不难上课，因为明天我妈妈要来台湾。,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我今天来找你的时候你不在，我想告诉你，我明天不能来上课。,我今天来找你的时候你不再，我想告诉你，我明天不能来上课。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我中午十二点中来找您，因为我要告诉您，我明天不能来上课。,我中午十二点中来找您，因为我票告诉您，我明天不能来上课。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
我已经吃了很多药了，可是病还不好。,我一经吃了很多药了，可是病还不好。,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我觉得中文课跟公司一样重要，可是这是他们头一次跟欧洲做生意，所以我也要看一看，有什么学的。,我觉得中文课跟公司一样中要，可是这是他们头一次跟欧洲做生意，所以我也要看一看，有什么学的。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我要跟同学说，做功课，作业，第二天把它带来，所以请你放心。,我要跟同学说，做工课，作业，第二天把它带来，所以请你放心。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我明天不能来上课因为有事情，要去新竹。,我明天不能来上课因为有是请，要去新竹。,0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
我想请假一天，后天我一定会来上课的。,我想请假一天，候天我一定会来上课的。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
如果今天有什么功课我回去。我会跟同学借来看。,如果今天有什么功课我回去。我会跟同学惜来看。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
明天，我不能来上课，因为明天，我父母来台北。,明天，我不能来上果，因为明天，我父母来台北。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
我家有五个人，爸爸、妈妈、一个哥哥、一个妹妹和我。,我家有五个人，爸爸、吗吗、一个哥哥、一个妹妹和我。,0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
他问一个人「请问，到台科大是什么公车？」。,他问一个人「请问，到台科大师什么公车？」。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
差不多十点大卫刚来大学。,差不多十点大卫岗来大学。,0 0 0 0 0 0 0 1 0 0 0 0
老实说「大卫必须在教室前面站」，大卫觉得好羞。,老实说「大维必须在教室前面站」，大卫觉得好秀。,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
在那边他一边喝酒一边跳舞，他们跳了不知道时间，所以夜里三点半才回家。,在那边他一边喝酒一边跳舞，他们挑了不知道时间，所以夜里三点半才回家。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
到公车站，他要坐７１６号的公车，大明等了很久可是公车也还没来。,到公车站，他要座７１６号的公车，大明等了很久可是公车也还没来。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
老师跟大明说：「已经几点了你才来学校？」，大明真不好意思。,老师跟大明说：「已经几点了你才来学校？」，大明怎不好意事。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0
他经常为了健康而走路去学校，到学校走路要三十分钟。,他经常为了健康而走路去学校，到学校走路要三十分锺。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
昨天大明跟他的朋友一起去夜店跳舞，可是他忘记昨天是礼拜四。,昨天大名跟他的朋友一起去夜店跳舞，可是他忘记昨天是礼拜四。,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
这时候他问别人：「现在几点？」,这时候他问别人：「现在机点？」,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
大明不知道怎么办因为明天有一个很重要的大考。,大明不知道怎么办因为明天又以个很重要的大考。,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
他原来打算七点钟起床，可是她觉得很累起不来。,他原来打算七点锺起床，可是她觉得很累起不来。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他到了公车站就看很多人等著公车。,他到了公车佔九看很多人等著公车。,0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
大明不喜欢等一等，他觉得等的时候让他很紧张也觉得很麻烦。,大明不喜欢等一等，他觉得邓的时候让他很紧张也觉得很麻烦。,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
七点五十分公车来了，可是公车里很多人，好像进不去。,起点五十分公车来了，可是公车里很多人，好像进不去。,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他不知道他在哪一站要下车。,他不知道他在那一站要下车。,0 0 0 0 0 0 1 0 0 0 0 0 0
大明紧张得不得了。,大明进张得不得了。,0 0 1 0 0 0 0 0 0
大明的班已经上了二十分钟的课。,打明的班已经上了二十分钟的课。,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
老师很不高兴大明那么久才来不让他进来。,老师很不高兴大明那么旧才来不让他进来。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
别迟到！我今天给你很多功课。你明天应该给我。你懂吗？,别迟到！我今天给你很多工课。你明天应该给我。你懂吗？,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他赶紧换上衣服冲到公车站等公车，可是等那么久公车都还没来让他更著急！,他赶紧换上依服冲到公车站等公车，可是等那么久公车都还没来让他更著急！,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
到教室之后老师看到大明迟到，就骂他了很大声。,到教室之后老是看到大明迟到，就骂他了很大声。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
因为他喝了很多酒，晚一点回家，所以今天早上睡过头了。,因为他喝了很多酒，晚一点回家，所以今天早上睡过偷了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
他的老师早几天有对他们说，不要忘记，学生们要明天早来，我要为你们备一种考试。,他的老师早几天佑对他门说，不要忘记，学生们要明天早来，我要为你们备一种考试。,0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他对他的朋友说，你不要等我，如果你等我的话，你也就晚点来教室。,他对他的朋友说，你不要等我，如果你等我的话，你也就完点来教室。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
每一个晚上他出去两点以前再回家。,美一个晚上他出去两点以前再佪家。,1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
大明紧张得不得了，因为怕被老师骂。,大明紧张得不的了，因为怕被老师骂。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
每个礼拜一早上七点我都有课，可是上个周末，我朋友从美国来我家。,每个礼拜一早上七点我都有课，可是上个周末，我朋友从美国来我家。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
到教室，我老师在教书，她对我很生气，我想真的不好意思。,到教室，我老师在教书，她对我很生气，我想怎的不好意思。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
但是他很厉害每次准时上课的时间，而且成绩也不错，所以他对自己有信心。,但是他很利害每次准所上课的时间，而且撑起也不错，所以他对自己有信心。,0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
过了一个小时两个小时他的朋友都回家了，但是阿伟还在那里玩一玩。,过了一个小时两个小时他的朋友都回家了，但是阿伟还在哪里玩一玩。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
阿伟在床上好好得睡，突然感觉到太阳很大！他就起来看时钟，怎么办时间已经八点二十分了！,阿伟在床上好好得睡，突然感觉到太阳很大！他救起来看时钟，怎么办时间已经八点二十分了！,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
「哇，好险」他呼很大的吸，就进去教室跟老师说。「老师，对不起！我赶快准备考试。」,「哇，好险」他乎很大的吸，就进去教室跟老师说。「老师，对不起！我赶快准备考试。」,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
怎么办？其实阿伟一整天睡了不去学校了！,怎么办？其实阿伟一整天水乐部曲学校了！,0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0
因为很累他忘记设定闹钟，早上７：３０才起来。,应为很乐他忘记设定闹钟，早上７：３０才起来。,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
天华走路很快，怕公车来了，不然他还要等２０分钟等下一班的公车。,天华走路很快，怕公车来了，不然他还要等２０分钟等下一半的公车。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
他心里真不安，因为这一次的考试很重要。,他心里真不安，应为这一次的考试很重要。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
后来等一等公车也来了。,后来等以等公车也来了。,0 0 0 1 0 0 0 0 0 0 0
老师跟他说，只有你一个人没有来考试，你就等下个学期吧！,老师跟他说，只有妳一个人没有来考试，你就等下个学期吧！,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
老师劝他和各位同学们，晚上不可以很晚回家，更何况要考试的时候，要认真唸书。,老师劝他和各位同学们，晚上不可以很晚回家，更可况要考试的时候，要认真唸书。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他喝很多酒，回家的时候很累，头很痛所以他起床不了。,他喝很多酒，回家的时候很累，头很通所以他起床不了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
他说他等公车等了一半小时，所以他来学校很晚。,他说他等公车等了一半小时，所以他来学姣很晚。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
如果你跟朋友要去玩，你要早一点回家。,如果你跟朋友要去晚，你要早一点回家。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
我赶快起床不洗澡，去公车站，但是有很多人而且塞车。,我赶快起床不洗澡，去公车站，但是有很多人而且赛车。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
我来打开门乱讲，老师更生气了，因为今天是考试。,我来大开门乱讲，老师更生气了，因为今天是考试。,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我听了就放心了，所以我跟他们全晚一起跳舞。,我听了就放心了，所以我跟他们全晚一起跳无。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
我们跳舞完的以后，就回家了。,我们跳无完的以后，就回家了。,0 0 0 1 0 0 0 0 0 0 0 0 0 0
怎么办！我的房子离大学很远！时间不够了！,怎么办！我的房子里大学很远！时间不够了！,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
他赶快去公车停车站等下次的公车。,他刚快去公车停车站等下次的公车。,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
上课时间是七点四十分，八点我才上车去我迟到了，怎么办？,上课时间十七点四十分，八点我才上车去我迟到了，怎么办？,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我很紧张到学校以后我快跑上课，到教室我看到老师和同学在上课。,我恨情张到学校以后我快跑上课，到教室我看到老师和同学在上课。,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
她很漂亮，到晚上我请他先吃饭，再去玩。,她恨票亮，到晚上我请他先吃饭，在去玩。,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
昨天夜里，我跟两个朋友去玩！,昨天夜里，我跟俩个朋友去玩！,0 0 0 0 0 0 0 1 0 0 0 0 0 0
我也知道老师很生气，因为我常常迟到。,我也知道老师很生气，因为我常常赤道。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
快快从家跑步到公车站等公车，因为他恐怕迟到了老师会生气。,快快从家跑步到公车站等公车，因为他悾怕迟到了老师会生气。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
他怕老师骂他，所以马上去搭公车上班。,他北老师骂他，所以马上去打工车上班。,0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
他要等十五分钟，但是车都还没到，所以他开跑。,他要等十五分种，但是车都还没到，所以他开跑。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
